Transaction_ID,Lease_ID,Transaction_Date,Category,Amount,Status
3125,255,1/1/2025,Rent Charge,1995,Paid
3126,255,1/2/2025,Payment,-1995,Paid
3127,255,2/1/2025,Rent Charge,1995,Paid
3128,255,2/4/2025,Payment,-1995,Paid
3129,255,3/1/2025,Rent Charge,1995,Paid
3130,255,3/2/2025,Payment,-1995,Paid
3131,255,4/1/2025,Rent Charge,1995,Paid
3132,255,4/2/2025,Payment,-1995,Paid
3133,255,5/1/2025,Rent Charge,1995,Paid
3134,255,5/4/2025,Payment,-1995,Paid
3135,255,6/1/2025,Rent Charge,1995,Paid
3136,255,6/3/2025,Payment,-1995,Paid
3137,255,7/1/2025,Rent Charge,1995,Paid
3138,255,7/1/2025,Payment,-1995,Paid
3139,255,8/1/2025,Rent Charge,1995,Paid
3140,255,8/1/2025,Payment,-1995,Paid
3141,255,9/1/2025,Rent Charge,1995,Paid
3142,255,9/4/2025,Payment,-1995,Paid
3143,255,10/1/2025,Rent Charge,1995,Paid
3144,255,10/3/2025,Payment,-1995,Paid
3145,255,11/1/2025,Rent Charge,1995,Paid
3146,255,11/3/2025,Payment,-1995,Paid
3147,256,1/1/2025,Rent Charge,1903,Paid
3148,256,1/2/2025,Payment,-1903,Paid
3149,256,2/1/2025,Rent Charge,1903,Paid
3150,256,2/3/2025,Payment,-1903,Paid
3151,256,3/1/2025,Rent Charge,1903,Paid
3152,256,3/4/2025,Payment,-1903,Paid
3153,257,1/1/2025,Rent Charge,2179,Paid
3154,257,1/1/2025,Payment,-2179,Paid
3155,257,2/1/2025,Rent Charge,2179,Paid
3156,257,2/3/2025,Payment,-2179,Paid
3157,257,3/1/2025,Rent Charge,2179,Paid
3158,257,3/4/2025,Payment,-2179,Paid
3159,257,4/1/2025,Rent Charge,2179,Paid
3160,257,4/1/2025,Payment,-2179,Paid
3161,257,5/1/2025,Rent Charge,2179,Paid
3162,257,5/2/2025,Payment,-2179,Paid
3163,257,6/1/2025,Rent Charge,2179,Paid
3164,257,6/2/2025,Payment,-2179,Paid
3165,257,7/1/2025,Rent Charge,2179,Paid
3166,257,7/3/2025,Payment,-2179,Paid
3167,258,1/1/2025,Rent Charge,2146,Paid
3168,258,1/3/2025,Payment,-2146,Paid
3169,258,2/1/2025,Rent Charge,2146,Paid
3170,258,2/4/2025,Payment,-2146,Paid
3171,258,3/1/2025,Rent Charge,2146,Paid
3172,258,3/3/2025,Payment,-2146,Paid
3173,259,1/1/2025,Rent Charge,2059,Paid
3174,259,1/4/2025,Payment,-2059,Paid
3175,259,2/1/2025,Rent Charge,2059,Paid
3176,259,2/2/2025,Payment,-2059,Paid
3177,259,3/1/2025,Rent Charge,2059,Unpaid
3178,259,3/6/2025,Late Fee,100,Unpaid
3179,260,1/1/2025,Rent Charge,2051,Paid
3180,260,1/2/2025,Payment,-2051,Paid
3181,261,1/1/2025,Rent Charge,2077,Paid
3182,261,1/1/2025,Payment,-2077,Paid
3183,262,1/1/2025,Rent Charge,1932,Paid
3184,262,1/3/2025,Payment,-1932,Paid
3185,262,2/1/2025,Rent Charge,1932,Paid
3186,262,2/1/2025,Payment,-1932,Paid
3187,262,3/1/2025,Rent Charge,1932,Paid
3188,262,3/2/2025,Payment,-1932,Paid
3189,262,4/1/2025,Rent Charge,1932,Paid
3190,262,4/4/2025,Payment,-1932,Paid
3191,262,5/1/2025,Rent Charge,1932,Paid
3192,262,5/3/2025,Payment,-1932,Paid
3193,262,6/1/2025,Rent Charge,1932,Paid
3194,262,6/3/2025,Payment,-1932,Paid
3195,262,7/1/2025,Rent Charge,1932,Paid
3196,262,7/2/2025,Payment,-1932,Paid
3197,262,8/1/2025,Rent Charge,1932,Paid
3198,262,8/2/2025,Payment,-1932,Paid
3199,263,9/1/2025,Rent Charge,1932,Paid
3200,263,9/4/2025,Payment,-1932,Paid
3201,263,10/1/2025,Rent Charge,1932,Paid
3202,263,10/2/2025,Payment,-1932,Paid
3203,263,11/1/2025,Rent Charge,1932,Unpaid
3204,263,11/6/2025,Late Fee,100,Unpaid
3205,263,12/1/2025,Rent Charge,1932,Paid
3206,263,12/4/2025,Payment,-1932,Paid
3207,264,1/1/2025,Rent Charge,2167,Paid
3208,264,1/3/2025,Payment,-2167,Paid
3209,264,2/1/2025,Rent Charge,2167,Paid
3210,264,2/1/2025,Payment,-2167,Paid
3211,264,3/1/2025,Rent Charge,2167,Paid
3212,264,3/2/2025,Payment,-2167,Paid
3213,264,4/1/2025,Rent Charge,2167,Paid
3214,264,4/1/2025,Payment,-2167,Paid
3215,264,5/1/2025,Rent Charge,2167,Paid
3216,264,5/4/2025,Payment,-2167,Paid
3217,264,6/1/2025,Rent Charge,2167,Paid
3218,264,6/3/2025,Payment,-2167,Paid
3219,264,7/1/2025,Rent Charge,2167,Paid
3220,264,7/2/2025,Payment,-2167,Paid
3221,264,8/1/2025,Rent Charge,2167,Unpaid
3222,264,8/6/2025,Late Fee,100,Unpaid
3223,265,1/1/2025,Rent Charge,1964,Paid
3224,265,1/1/2025,Payment,-1964,Paid
3225,265,2/1/2025,Rent Charge,1964,Paid
3226,265,2/4/2025,Payment,-1964,Paid
3227,265,3/1/2025,Rent Charge,1964,Paid
3228,265,3/4/2025,Payment,-1964,Paid
3229,265,4/1/2025,Rent Charge,1964,Paid
3230,265,4/1/2025,Payment,-1964,Paid
3231,265,5/1/2025,Rent Charge,1964,Paid
3232,265,5/4/2025,Payment,-1964,Paid
3233,265,6/1/2025,Rent Charge,1964,Paid
3234,265,6/3/2025,Payment,-1964,Paid
3235,265,7/1/2025,Rent Charge,1964,Paid
3236,265,7/3/2025,Payment,-1964,Paid
3237,265,8/1/2025,Rent Charge,1964,Paid
3238,265,8/3/2025,Payment,-1964,Paid
3239,265,9/1/2025,Rent Charge,1964,Paid
3240,265,9/1/2025,Payment,-1964,Paid
3241,265,10/1/2025,Rent Charge,1964,Paid
3242,265,10/1/2025,Payment,-1964,Paid
3243,266,1/1/2025,Rent Charge,1942,Paid
3244,266,1/2/2025,Payment,-1942,Paid
3245,266,2/1/2025,Rent Charge,1942,Paid
3246,266,2/4/2025,Payment,-1942,Paid
3247,267,2/1/2025,Rent Charge,1942,Paid
3248,267,2/2/2025,Payment,-1942,Paid
3249,267,3/1/2025,Rent Charge,1942,Paid
3250,267,3/2/2025,Payment,-1942,Paid
3251,267,4/1/2025,Rent Charge,1942,Paid
3252,267,4/1/2025,Payment,-1942,Paid
3253,267,5/1/2025,Rent Charge,1942,Paid
3254,267,5/1/2025,Payment,-1942,Paid
3255,267,6/1/2025,Rent Charge,1942,Paid
3256,267,6/2/2025,Payment,-1942,Paid
3257,267,7/1/2025,Rent Charge,1942,Paid
3258,267,7/1/2025,Payment,-1942,Paid
3259,267,8/1/2025,Rent Charge,1942,Paid
3260,267,8/1/2025,Payment,-1942,Paid
3261,267,9/1/2025,Rent Charge,1942,Paid
3262,267,9/1/2025,Payment,-1942,Paid
3263,267,10/1/2025,Rent Charge,1942,Paid
3264,267,10/3/2025,Payment,-1942,Paid
3265,267,11/1/2025,Rent Charge,1942,Paid
3266,267,11/1/2025,Payment,-1942,Paid
3267,267,12/1/2025,Rent Charge,1942,Paid
3268,267,12/2/2025,Payment,-1942,Paid
3269,268,1/1/2025,Rent Charge,2184,Paid
3270,268,1/3/2025,Payment,-2184,Paid
3271,268,2/1/2025,Rent Charge,2184,Paid
3272,268,2/2/2025,Payment,-2184,Paid
3273,268,3/1/2025,Rent Charge,2184,Unpaid
3274,268,3/6/2025,Late Fee,100,Unpaid
3275,268,4/1/2025,Rent Charge,2184,Paid
3276,268,4/4/2025,Payment,-2184,Paid
3277,268,5/1/2025,Rent Charge,2184,Paid
3278,268,5/3/2025,Payment,-2184,Paid
3279,269,1/1/2025,Rent Charge,1911,Paid
3280,269,1/1/2025,Payment,-1911,Paid
3281,269,2/1/2025,Rent Charge,1911,Paid
3282,269,2/1/2025,Payment,-1911,Paid
3283,269,3/1/2025,Rent Charge,1911,Paid
3284,269,3/1/2025,Payment,-1911,Paid
3285,269,4/1/2025,Rent Charge,1911,Paid
3286,269,4/3/2025,Payment,-1911,Paid
3287,270,1/1/2025,Rent Charge,2152,Paid
3288,270,1/2/2025,Payment,-2152,Paid
3289,270,2/1/2025,Rent Charge,2152,Paid
3290,270,2/1/2025,Payment,-2152,Paid
3291,270,3/1/2025,Rent Charge,2152,Paid
3292,270,3/2/2025,Payment,-2152,Paid
3293,270,4/1/2025,Rent Charge,2152,Paid
3294,270,4/3/2025,Payment,-2152,Paid
3295,270,5/1/2025,Rent Charge,2152,Paid
3296,270,5/2/2025,Payment,-2152,Paid
3297,270,6/1/2025,Rent Charge,2152,Paid
3298,270,6/4/2025,Payment,-2152,Paid
3299,270,7/1/2025,Rent Charge,2152,Paid
3300,270,7/1/2025,Payment,-2152,Paid
3301,270,8/1/2025,Rent Charge,2152,Paid
3302,270,8/3/2025,Payment,-2152,Paid
3303,270,9/1/2025,Rent Charge,2152,Paid
3304,270,9/2/2025,Payment,-2152,Paid
3305,270,10/1/2025,Rent Charge,2152,Paid
3306,270,10/3/2025,Payment,-2152,Paid
3307,270,11/1/2025,Rent Charge,2152,Paid
3308,270,11/2/2025,Payment,-2152,Paid
3309,271,12/1/2025,Rent Charge,2152,Paid
3310,271,12/4/2025,Payment,-2152,Paid
3311,272,1/1/2025,Rent Charge,2114,Paid
3312,272,1/3/2025,Payment,-2114,Paid
3313,273,1/1/2025,Rent Charge,1989,Paid
3314,273,1/2/2025,Payment,-1989,Paid
3315,274,1/1/2025,Rent Charge,1992,Paid
3316,274,1/3/2025,Payment,-1992,Paid
3317,274,2/1/2025,Rent Charge,1992,Paid
3318,274,2/1/2025,Payment,-1992,Paid
3319,274,3/1/2025,Rent Charge,1992,Paid
3320,274,3/2/2025,Payment,-1992,Paid
3321,274,4/1/2025,Rent Charge,1992,Paid
3322,274,4/2/2025,Payment,-1992,Paid
3323,275,1/1/2025,Rent Charge,2014,Paid
3324,275,1/2/2025,Payment,-2014,Paid
3325,275,2/1/2025,Rent Charge,2014,Paid
3326,275,2/2/2025,Payment,-2014,Paid
3327,275,3/1/2025,Rent Charge,2014,Paid
3328,275,3/1/2025,Payment,-2014,Paid
3329,275,4/1/2025,Rent Charge,2014,Paid
3330,275,4/2/2025,Payment,-2014,Paid
3331,275,5/1/2025,Rent Charge,2014,Paid
3332,275,5/3/2025,Payment,-2014,Paid
3333,275,6/1/2025,Rent Charge,2014,Paid
3334,275,6/3/2025,Payment,-2014,Paid
3335,275,7/1/2025,Rent Charge,2014,Paid
3336,275,7/4/2025,Payment,-2014,Paid
3337,275,8/1/2025,Rent Charge,2014,Paid
3338,275,8/2/2025,Payment,-2014,Paid
3339,276,8/1/2025,Rent Charge,2014,Paid
3340,276,8/2/2025,Payment,-2014,Paid
3341,276,9/1/2025,Rent Charge,2014,Paid
3342,276,9/4/2025,Payment,-2014,Paid
3343,276,10/1/2025,Rent Charge,2014,Paid
3344,276,10/4/2025,Payment,-2014,Paid
3345,276,11/1/2025,Rent Charge,2014,Paid
3346,276,11/1/2025,Payment,-2014,Paid
3347,276,12/1/2025,Rent Charge,2014,Unpaid
3348,276,12/6/2025,Late Fee,100,Unpaid
3349,277,1/1/2025,Rent Charge,2095,Paid
3350,277,1/4/2025,Payment,-2095,Paid
3351,277,2/1/2025,Rent Charge,2095,Paid
3352,277,2/2/2025,Payment,-2095,Paid
3353,277,3/1/2025,Rent Charge,2095,Paid
3354,277,3/4/2025,Payment,-2095,Paid
3355,277,4/1/2025,Rent Charge,2095,Paid
3356,277,4/3/2025,Payment,-2095,Paid
3357,277,5/1/2025,Rent Charge,2095,Paid
3358,277,5/3/2025,Payment,-2095,Paid
3359,277,6/1/2025,Rent Charge,2095,Paid
3360,277,6/2/2025,Payment,-2095,Paid
3361,277,7/1/2025,Rent Charge,2095,Paid
3362,277,7/3/2025,Payment,-2095,Paid
3363,277,8/1/2025,Rent Charge,2095,Paid
3364,277,8/4/2025,Payment,-2095,Paid
3365,278,9/1/2025,Rent Charge,2095,Paid
3366,278,9/2/2025,Payment,-2095,Paid
3367,278,10/1/2025,Rent Charge,2095,Unpaid
3368,278,10/6/2025,Late Fee,100,Unpaid
3369,278,11/1/2025,Rent Charge,2095,Paid
3370,278,11/4/2025,Payment,-2095,Paid
3371,278,12/1/2025,Rent Charge,2095,Paid
3372,278,12/4/2025,Payment,-2095,Paid
3373,279,1/1/2025,Rent Charge,2013,Paid
3374,279,1/3/2025,Payment,-2013,Paid
3375,279,2/1/2025,Rent Charge,2013,Paid
3376,279,2/1/2025,Payment,-2013,Paid
3377,279,3/1/2025,Rent Charge,2013,Paid
3378,279,3/2/2025,Payment,-2013,Paid
3379,279,4/1/2025,Rent Charge,2013,Paid
3380,279,4/2/2025,Payment,-2013,Paid
3381,279,5/1/2025,Rent Charge,2013,Paid
3382,279,5/4/2025,Payment,-2013,Paid
3383,279,6/1/2025,Rent Charge,2013,Paid
3384,279,6/1/2025,Payment,-2013,Paid
3385,279,7/1/2025,Rent Charge,2013,Paid
3386,279,7/3/2025,Payment,-2013,Paid
3387,279,8/1/2025,Rent Charge,2013,Paid
3388,279,8/2/2025,Payment,-2013,Paid
3389,280,1/1/2025,Rent Charge,2116,Paid
3390,280,1/3/2025,Payment,-2116,Paid
3391,280,2/1/2025,Rent Charge,2116,Paid
3392,280,2/2/2025,Payment,-2116,Paid
3393,280,3/1/2025,Rent Charge,2116,Paid
3394,280,3/2/2025,Payment,-2116,Paid
3395,280,4/1/2025,Rent Charge,2116,Paid
3396,280,4/3/2025,Payment,-2116,Paid
3397,280,5/1/2025,Rent Charge,2116,Unpaid
3398,280,5/6/2025,Late Fee,100,Unpaid
3399,280,6/1/2025,Rent Charge,2116,Paid
3400,280,6/3/2025,Payment,-2116,Paid
3401,280,7/1/2025,Rent Charge,2116,Paid
3402,280,7/3/2025,Payment,-2116,Paid
3403,280,8/1/2025,Rent Charge,2116,Paid
3404,280,8/3/2025,Payment,-2116,Paid
3405,280,9/1/2025,Rent Charge,2116,Paid
3406,280,9/2/2025,Payment,-2116,Paid
3407,280,10/1/2025,Rent Charge,2116,Paid
3408,280,10/1/2025,Payment,-2116,Paid
3409,280,11/1/2025,Rent Charge,2116,Paid
3410,280,11/4/2025,Payment,-2116,Paid
3411,280,12/1/2025,Rent Charge,2116,Paid
3412,280,12/3/2025,Payment,-2116,Paid
3413,281,1/1/2025,Rent Charge,2148,Paid
3414,281,1/4/2025,Payment,-2148,Paid
3415,281,2/1/2025,Rent Charge,2148,Paid
3416,281,2/3/2025,Payment,-2148,Paid
3417,281,3/1/2025,Rent Charge,2148,Paid
3418,281,3/3/2025,Payment,-2148,Paid
3419,282,1/1/2025,Rent Charge,2091,Paid
3420,282,1/3/2025,Payment,-2091,Paid
3421,282,2/1/2025,Rent Charge,2091,Paid
3422,282,2/1/2025,Payment,-2091,Paid
3423,282,3/1/2025,Rent Charge,2091,Paid
3424,282,3/4/2025,Payment,-2091,Paid
3425,282,4/1/2025,Rent Charge,2091,Paid
3426,282,4/4/2025,Payment,-2091,Paid
3427,282,5/1/2025,Rent Charge,2091,Paid
3428,282,5/2/2025,Payment,-2091,Paid
3429,282,6/1/2025,Rent Charge,2091,Unpaid
3430,282,6/6/2025,Late Fee,100,Unpaid
3431,282,7/1/2025,Rent Charge,2091,Paid
3432,282,7/1/2025,Payment,-2091,Paid
3433,282,8/1/2025,Rent Charge,2091,Paid
3434,282,8/2/2025,Payment,-2091,Paid
3435,282,9/1/2025,Rent Charge,2091,Paid
3436,282,9/3/2025,Payment,-2091,Paid
3437,282,10/1/2025,Rent Charge,2091,Paid
3438,282,10/4/2025,Payment,-2091,Paid
3439,283,1/1/2025,Rent Charge,1935,Paid
3440,283,1/1/2025,Payment,-1935,Paid
3441,283,2/1/2025,Rent Charge,1935,Paid
3442,283,2/2/2025,Payment,-1935,Paid
3443,283,3/1/2025,Rent Charge,1935,Paid
3444,283,3/3/2025,Payment,-1935,Paid
3445,283,4/1/2025,Rent Charge,1935,Paid
3446,283,4/2/2025,Payment,-1935,Paid
3447,283,5/1/2025,Rent Charge,1935,Paid
3448,283,5/4/2025,Payment,-1935,Paid
3449,283,6/1/2025,Rent Charge,1935,Paid
3450,283,6/2/2025,Payment,-1935,Paid
3451,283,7/1/2025,Rent Charge,1935,Paid
3452,283,7/4/2025,Payment,-1935,Paid
3453,283,8/1/2025,Rent Charge,1935,Paid
3454,283,8/2/2025,Payment,-1935,Paid
3455,283,9/1/2025,Rent Charge,1935,Paid
3456,283,9/3/2025,Payment,-1935,Paid
3457,283,10/1/2025,Rent Charge,1935,Paid
3458,283,10/3/2025,Payment,-1935,Paid
3459,283,11/1/2025,Rent Charge,1935,Paid
3460,283,11/3/2025,Payment,-1935,Paid
3461,284,1/1/2025,Rent Charge,2051,Paid
3462,284,1/1/2025,Payment,-2051,Paid
3463,284,2/1/2025,Rent Charge,2051,Paid
3464,284,2/1/2025,Payment,-2051,Paid
3465,284,3/1/2025,Rent Charge,2051,Paid
3466,284,3/1/2025,Payment,-2051,Paid
3467,285,1/1/2025,Rent Charge,2167,Paid
3468,285,1/1/2025,Payment,-2167,Paid
3469,285,2/1/2025,Rent Charge,2167,Paid
3470,285,2/3/2025,Payment,-2167,Paid
3471,285,3/1/2025,Rent Charge,2167,Paid
3472,285,3/1/2025,Payment,-2167,Paid
3473,285,4/1/2025,Rent Charge,2167,Paid
3474,285,4/2/2025,Payment,-2167,Paid
3475,285,5/1/2025,Rent Charge,2167,Paid
3476,285,5/3/2025,Payment,-2167,Paid
3477,285,6/1/2025,Rent Charge,2167,Paid
3478,285,6/1/2025,Payment,-2167,Paid
3479,285,7/1/2025,Rent Charge,2167,Paid
3480,285,7/4/2025,Payment,-2167,Paid
3481,285,8/1/2025,Rent Charge,2167,Paid
3482,285,8/1/2025,Payment,-2167,Paid
3483,285,9/1/2025,Rent Charge,2167,Paid
3484,285,9/1/2025,Payment,-2167,Paid
3485,285,10/1/2025,Rent Charge,2167,Paid
3486,285,10/3/2025,Payment,-2167,Paid
3487,285,11/1/2025,Rent Charge,2167,Paid
3488,285,11/2/2025,Payment,-2167,Paid
3489,285,12/1/2025,Rent Charge,2167,Paid
3490,285,12/2/2025,Payment,-2167,Paid
3491,286,12/1/2025,Rent Charge,2167,Unpaid
3492,286,12/6/2025,Late Fee,100,Unpaid
3493,287,1/1/2025,Rent Charge,2082,Paid
3494,287,1/2/2025,Payment,-2082,Paid
3495,287,2/1/2025,Rent Charge,2082,Paid
3496,287,2/1/2025,Payment,-2082,Paid
3497,287,3/1/2025,Rent Charge,2082,Paid
3498,287,3/3/2025,Payment,-2082,Paid
3499,287,4/1/2025,Rent Charge,2082,Paid
3500,287,4/4/2025,Payment,-2082,Paid
3501,287,5/1/2025,Rent Charge,2082,Paid
3502,287,5/1/2025,Payment,-2082,Paid
3503,287,6/1/2025,Rent Charge,2082,Paid
3504,287,6/3/2025,Payment,-2082,Paid
3505,287,7/1/2025,Rent Charge,2082,Paid
3506,287,7/4/2025,Payment,-2082,Paid
3507,287,8/1/2025,Rent Charge,2082,Paid
3508,287,8/3/2025,Payment,-2082,Paid
3509,288,1/1/2025,Rent Charge,2678,Paid
3510,288,1/3/2025,Payment,-2678,Paid
3511,288,2/1/2025,Rent Charge,2678,Paid
3512,288,2/1/2025,Payment,-2678,Paid
3513,288,3/1/2025,Rent Charge,2678,Paid
3514,288,3/3/2025,Payment,-2678,Paid
3515,288,4/1/2025,Rent Charge,2678,Paid
3516,288,4/3/2025,Payment,-2678,Paid
3517,288,5/1/2025,Rent Charge,2678,Paid
3518,288,5/3/2025,Payment,-2678,Paid
3519,288,6/1/2025,Rent Charge,2678,Paid
3520,288,6/2/2025,Payment,-2678,Paid
3521,289,7/1/2025,Rent Charge,2678,Paid
3522,289,7/2/2025,Payment,-2678,Paid
3523,289,8/1/2025,Rent Charge,2678,Paid
3524,289,8/4/2025,Payment,-2678,Paid
3525,289,9/1/2025,Rent Charge,2678,Paid
3526,289,9/2/2025,Payment,-2678,Paid
3527,289,10/1/2025,Rent Charge,2678,Paid
3528,289,10/3/2025,Payment,-2678,Paid
3529,289,11/1/2025,Rent Charge,2678,Paid
3530,289,11/2/2025,Payment,-2678,Paid
3531,289,12/1/2025,Rent Charge,2678,Paid
3532,289,12/2/2025,Payment,-2678,Paid
3533,290,1/1/2025,Rent Charge,2760,Paid
3534,290,1/1/2025,Payment,-2760,Paid
3535,291,1/1/2025,Rent Charge,2672,Paid
3536,291,1/4/2025,Payment,-2672,Paid
3537,291,2/1/2025,Rent Charge,2672,Paid
3538,291,2/1/2025,Payment,-2672,Paid
3539,291,3/1/2025,Rent Charge,2672,Paid
3540,291,3/4/2025,Payment,-2672,Paid
3541,291,4/1/2025,Rent Charge,2672,Paid
3542,291,4/1/2025,Payment,-2672,Paid
3543,292,1/1/2025,Rent Charge,2461,Paid
3544,292,1/4/2025,Payment,-2461,Paid
3545,292,2/1/2025,Rent Charge,2461,Paid
3546,292,2/4/2025,Payment,-2461,Paid
3547,292,3/1/2025,Rent Charge,2461,Paid
3548,292,3/4/2025,Payment,-2461,Paid
3549,292,4/1/2025,Rent Charge,2461,Paid
3550,292,4/2/2025,Payment,-2461,Paid
3551,292,5/1/2025,Rent Charge,2461,Paid
3552,292,5/4/2025,Payment,-2461,Paid
3553,293,1/1/2025,Rent Charge,2767,Paid
3554,293,1/2/2025,Payment,-2767,Paid
3555,293,2/1/2025,Rent Charge,2767,Paid
3556,293,2/2/2025,Payment,-2767,Paid
3557,293,3/1/2025,Rent Charge,2767,Paid
3558,293,3/4/2025,Payment,-2767,Paid
3559,293,4/1/2025,Rent Charge,2767,Paid
3560,293,4/3/2025,Payment,-2767,Paid
3561,293,5/1/2025,Rent Charge,2767,Paid
3562,293,5/4/2025,Payment,-2767,Paid
3563,293,6/1/2025,Rent Charge,2767,Paid
3564,293,6/4/2025,Payment,-2767,Paid
3565,293,7/1/2025,Rent Charge,2767,Unpaid
3566,293,7/6/2025,Late Fee,100,Unpaid
3567,293,8/1/2025,Rent Charge,2767,Paid
3568,293,8/4/2025,Payment,-2767,Paid
3569,293,9/1/2025,Rent Charge,2767,Paid
3570,293,9/4/2025,Payment,-2767,Paid
3571,293,10/1/2025,Rent Charge,2767,Paid
3572,293,10/1/2025,Payment,-2767,Paid
3573,293,11/1/2025,Rent Charge,2767,Paid
3574,293,11/4/2025,Payment,-2767,Paid
3575,294,1/1/2025,Rent Charge,2796,Paid
3576,294,1/3/2025,Payment,-2796,Paid
3577,294,2/1/2025,Rent Charge,2796,Paid
3578,294,2/1/2025,Payment,-2796,Paid
3579,294,3/1/2025,Rent Charge,2796,Paid
3580,294,3/1/2025,Payment,-2796,Paid
3581,294,4/1/2025,Rent Charge,2796,Paid
3582,294,4/4/2025,Payment,-2796,Paid
3583,295,1/1/2025,Rent Charge,2418,Paid
3584,295,1/3/2025,Payment,-2418,Paid
3585,295,2/1/2025,Rent Charge,2418,Paid
3586,295,2/3/2025,Payment,-2418,Paid
3587,295,3/1/2025,Rent Charge,2418,Paid
3588,295,3/2/2025,Payment,-2418,Paid
3589,295,4/1/2025,Rent Charge,2418,Paid
3590,295,4/3/2025,Payment,-2418,Paid
3591,295,5/1/2025,Rent Charge,2418,Paid
3592,295,5/4/2025,Payment,-2418,Paid
3593,295,6/1/2025,Rent Charge,2418,Paid
3594,295,6/4/2025,Payment,-2418,Paid
3595,295,7/1/2025,Rent Charge,2418,Paid
3596,295,7/3/2025,Payment,-2418,Paid
3597,295,8/1/2025,Rent Charge,2418,Paid
3598,295,8/4/2025,Payment,-2418,Paid
3599,295,9/1/2025,Rent Charge,2418,Paid
3600,295,9/4/2025,Payment,-2418,Paid
3601,295,10/1/2025,Rent Charge,2418,Paid
3602,295,10/1/2025,Payment,-2418,Paid
3603,295,11/1/2025,Rent Charge,2418,Paid
3604,295,11/2/2025,Payment,-2418,Paid
3605,296,1/1/2025,Rent Charge,2499,Paid
3606,296,1/1/2025,Payment,-2499,Paid
3607,296,2/1/2025,Rent Charge,2499,Paid
3608,296,2/1/2025,Payment,-2499,Paid
3609,296,3/1/2025,Rent Charge,2499,Paid
3610,296,3/1/2025,Payment,-2499,Paid
3611,296,4/1/2025,Rent Charge,2499,Paid
3612,296,4/2/2025,Payment,-2499,Paid
3613,296,5/1/2025,Rent Charge,2499,Unpaid
3614,296,5/6/2025,Late Fee,100,Unpaid
3615,296,6/1/2025,Rent Charge,2499,Paid
3616,296,6/1/2025,Payment,-2499,Paid
3617,296,7/1/2025,Rent Charge,2499,Paid
3618,296,7/3/2025,Payment,-2499,Paid
3619,297,1/1/2025,Rent Charge,2632,Paid
3620,297,1/2/2025,Payment,-2632,Paid
3621,297,2/1/2025,Rent Charge,2632,Paid
3622,297,2/4/2025,Payment,-2632,Paid
3623,297,3/1/2025,Rent Charge,2632,Paid
3624,297,3/3/2025,Payment,-2632,Paid
3625,297,4/1/2025,Rent Charge,2632,Paid
3626,297,4/3/2025,Payment,-2632,Paid
3627,297,5/1/2025,Rent Charge,2632,Paid
3628,297,5/1/2025,Payment,-2632,Paid
3629,297,6/1/2025,Rent Charge,2632,Paid
3630,297,6/1/2025,Payment,-2632,Paid
3631,297,7/1/2025,Rent Charge,2632,Paid
3632,297,7/3/2025,Payment,-2632,Paid
3633,297,8/1/2025,Rent Charge,2632,Paid
3634,297,8/2/2025,Payment,-2632,Paid
3635,297,9/1/2025,Rent Charge,2632,Paid
3636,297,9/2/2025,Payment,-2632,Paid
3637,297,10/1/2025,Rent Charge,2632,Paid
3638,297,10/3/2025,Payment,-2632,Paid
3639,297,11/1/2025,Rent Charge,2632,Paid
3640,297,11/3/2025,Payment,-2632,Paid
3641,298,1/1/2025,Rent Charge,2475,Paid
3642,298,1/2/2025,Payment,-2475,Paid
3643,298,2/1/2025,Rent Charge,2475,Paid
3644,298,2/1/2025,Payment,-2475,Paid
3645,298,3/1/2025,Rent Charge,2475,Paid
3646,298,3/1/2025,Payment,-2475,Paid
3647,298,4/1/2025,Rent Charge,2475,Paid
3648,298,4/2/2025,Payment,-2475,Paid
3649,298,5/1/2025,Rent Charge,2475,Paid
3650,298,5/1/2025,Payment,-2475,Paid
3651,298,6/1/2025,Rent Charge,2475,Paid
3652,298,6/1/2025,Payment,-2475,Paid
3653,298,7/1/2025,Rent Charge,2475,Paid
3654,298,7/2/2025,Payment,-2475,Paid
3655,298,8/1/2025,Rent Charge,2475,Paid
3656,298,8/2/2025,Payment,-2475,Paid
3657,298,9/1/2025,Rent Charge,2475,Paid
3658,298,9/1/2025,Payment,-2475,Paid
3659,298,10/1/2025,Rent Charge,2475,Paid
3660,298,10/2/2025,Payment,-2475,Paid
3661,299,1/1/2025,Rent Charge,2683,Paid
3662,299,1/4/2025,Payment,-2683,Paid
3663,299,2/1/2025,Rent Charge,2683,Paid
3664,299,2/2/2025,Payment,-2683,Paid
3665,299,3/1/2025,Rent Charge,2683,Paid
3666,299,3/3/2025,Payment,-2683,Paid
3667,299,4/1/2025,Rent Charge,2683,Paid
3668,299,4/4/2025,Payment,-2683,Paid
3669,299,5/1/2025,Rent Charge,2683,Paid
3670,299,5/4/2025,Payment,-2683,Paid
3671,299,6/1/2025,Rent Charge,2683,Unpaid
3672,299,6/6/2025,Late Fee,100,Unpaid
3673,299,7/1/2025,Rent Charge,2683,Paid
3674,299,7/3/2025,Payment,-2683,Paid
3675,299,8/1/2025,Rent Charge,2683,Paid
3676,299,8/4/2025,Payment,-2683,Paid
3677,299,9/1/2025,Rent Charge,2683,Paid
3678,299,9/1/2025,Payment,-2683,Paid
3679,300,1/1/2025,Rent Charge,2451,Paid
3680,300,1/2/2025,Payment,-2451,Paid
